timestamp, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2019/03/28 14:14:40.372, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:14:41.373, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:14:42.374, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:14:43.375, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:14:44.376, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:14:45.377, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:14:46.378, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:14:47.379, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:14:48.380, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:14:49.381, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:14:50.382, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:14:51.476, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:14:52.477, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:14:53.478, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:14:54.479, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:14:55.480, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:14:56.601, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:14:57.602, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:14:58.603, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:14:59.604, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:00.605, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:01.606, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:02.607, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:03.608, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:04.609, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:05.610, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:07.147, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:08.148, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:09.149, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:10.150, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:11.151, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:12.152, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:13.153, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:14.154, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:15.155, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:16.156, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:17.157, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:18.158, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:19.159, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:20.160, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:21.161, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:22.162, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:23.163, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:24.164, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:25.164, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:26.165, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:27.166, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:28.167, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:29.168, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:30.169, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:31.170, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:32.174, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:33.175, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:34.176, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:35.177, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:36.178, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:37.202, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:38.203, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:39.204, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:40.205, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:41.206, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:42.304, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:43.305, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:44.306, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:45.307, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:46.308, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:47.309, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:48.310, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:49.311, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:50.312, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:51.313, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:52.314, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:53.315, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:54.316, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:55.317, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:56.318, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:57.319, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:58.320, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:15:59.321, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:00.322, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:01.323, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:02.324, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:03.325, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:04.326, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:05.327, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:06.328, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:07.329, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:08.330, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:09.331, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:10.332, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:11.333, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:12.334, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:13.335, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:14.336, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:15.337, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:16.338, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:17.354, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:18.354, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:19.355, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:20.356, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:21.357, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:22.358, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:23.359, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:24.360, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:25.361, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:26.362, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:27.382, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:28.383, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:29.384, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:30.385, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:31.386, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:32.401, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:33.402, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:34.403, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:35.404, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:36.405, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:37.409, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:38.410, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:39.411, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:40.412, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:41.413, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:42.427, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:43.428, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:44.429, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:45.430, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:46.431, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:47.609, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:48.610, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:49.611, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:50.611, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:51.612, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:52.639, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:53.640, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:54.641, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:55.642, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:56.643, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:57.643, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:58.644, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:16:59.645, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:00.646, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:01.647, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:02.648, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:03.650, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:04.651, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:05.651, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:06.652, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:07.653, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:08.654, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:09.655, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:10.656, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:11.657, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:12.658, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:13.659, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:14.660, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:15.661, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:16.662, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:17.663, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:18.664, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:19.665, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:20.666, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:21.667, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:22.793, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:23.794, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:24.795, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:25.796, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:26.797, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:27.798, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:28.799, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:29.799, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:30.800, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:31.801, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:32.802, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:33.803, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:34.804, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:35.805, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:36.806, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:37.807, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:38.808, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:39.809, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:40.810, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:41.811, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:43.042, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:44.043, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:45.044, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:46.045, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:47.046, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:48.047, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:49.048, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:50.049, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:51.050, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:52.051, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:53.052, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:54.053, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:55.054, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:56.055, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:57.056, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:58.057, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:17:59.058, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:00.059, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:01.060, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:02.061, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:03.062, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:04.063, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:05.064, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:06.065, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:07.066, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:08.233, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:09.234, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:10.235, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:11.236, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:12.237, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:13.273, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:14.274, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:15.275, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:16.276, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:17.277, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:18.372, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:19.373, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:20.374, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:21.375, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:22.376, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:24.187, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:25.188, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:26.189, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:27.190, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:28.191, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:29.293, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:30.294, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:31.295, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:32.296, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:33.297, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:34.302, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:35.303, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:36.304, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:37.305, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:38.306, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:39.308, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:40.309, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:41.310, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:42.311, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:43.312, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:44.324, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:45.325, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:46.326, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:47.327, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:48.328, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:49.331, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:50.332, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:51.333, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:52.334, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:53.335, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:54.336, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:55.337, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:56.338, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:57.339, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:58.340, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:18:59.354, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:00.355, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:01.356, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:02.357, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:03.358, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:04.441, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:05.442, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:06.443, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:07.444, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:08.445, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:09.446, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:10.447, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:11.448, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:12.449, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:13.450, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:14.451, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
2019/03/28 14:19:15.452, 35, 0 %, 0 %, 16280 MiB, 16280 MiB, 0 MiB
