Timestamp,  Uptime, NCPU, %CPU, %CPU0, %CPU1, %CPU2, %CPU3, %CPU4, %CPU5, %CPU6, %CPU7, %CPU8, %CPU9, %CPU10, %CPU11, %CPU12, %CPU13, %CPU14, %CPU15, %CPU16, %CPU17, %CPU18, %CPU19, %CPU20, %CPU21, %CPU22, %CPU23, %CPU24, %CPU25, %CPU26, %CPU27, %CPU28, %CPU29, %CPU30, %CPU31, %CPU32, %CPU33, %CPU34, %CPU35, %CPU36, %CPU37, %CPU38, %CPU39, %MEM, mem.total.KB, mem.used.KB, mem.avail.KB, mem.free.KB, %SWAP, swap.total.KB, swap.used.KB, swap.free.KB, io.read, io.write, io.read.KB, io.write.KB, io.read.ms, io.write.ms
1553778639, 29, 40, 168.0, 0.0, 0.0, 0.0, 1.0, 31.7, 4.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.1, 63.0, 1.0, 26.3, 0.0, 0.0, 4.0, 18.2, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 528281592, 8492320, 515155948, 504778396, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1553778640, 30, 40, 160.0, 0.0, 0.0, 0.0, 2.0, 33.3, 4.0, 6.1, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 60.0, 1.0, 23.0, 0.0, 0.0, 1.0, 18.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 528281592, 8494400, 515154688, 504777136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1553778641, 31, 40, 152.0, 0.0, 0.0, 0.0, 2.0, 36.4, 3.1, 7.1, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 56.1, 1.0, 19.2, 0.0, 0.0, 2.0, 16.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 528281592, 8494584, 515155188, 504777636, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1553778642, 32, 40, 164.0, 0.0, 0.0, 0.0, 2.0, 30.7, 4.0, 8.9, 0.0, 0.0, 0.0, 0.0, 0.0, 4.1, 62.6, 2.0, 27.3, 0.0, 0.0, 2.0, 17.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 528281592, 8493536, 515155432, 504777880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1553778643, 33, 40, 164.0, 0.0, 0.0, 0.0, 2.0, 29.0, 4.0, 8.1, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 61.6, 2.0, 26.3, 0.0, 0.0, 2.0, 19.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 528281592, 8494336, 515156192, 504778640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1553778644, 34, 40, 180.0, 22.4, 0.0, 0.0, 2.0, 32.0, 4.0, 7.9, 1.0, 0.0, 0.0, 0.0, 0.0, 4.1, 64.0, 1.0, 27.3, 0.0, 0.0, 2.0, 5.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 528281592, 8493348, 515156076, 504778524, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1553778645, 35, 40, 160.0, 29.0, 0.0, 0.0, 2.0, 36.1, 5.0, 6.1, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 56.1, 2.0, 19.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 528281592, 8492296, 515157288, 504779736, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1553778646, 36, 40, 156.0, 4.1, 0.0, 0.0, 1.0, 39.2, 3.1, 4.1, 1.0, 0.0, 0.0, 0.0, 0.0, 5.0, 54.0, 0.0, 18.0, 0.0, 0.0, 0.0, 23.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 528281592, 8493740, 515156664, 504779112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1553778647, 37, 40, 172.0, 6.1, 0.0, 0.0, 1.0, 29.0, 3.1, 7.1, 0.0, 0.0, 0.0, 0.0, 0.0, 5.1, 63.3, 20.2, 26.3, 0.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 528281592, 8493180, 515155840, 504778288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1553778648, 38, 40, 172.0, 17.5, 0.0, 0.0, 3.0, 32.0, 3.0, 7.1, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 63.6, 9.0, 27.7, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 528281592, 8492608, 515157168, 504779616, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
